kind,dtype,name,m_or_expected_m,n,k,groups,mode,time_us,tflops,gbps,diff,status
dense,fp8,mtp_eh_proj,16,7168,14336,1,swap_off,26.224,125.4,3966.7,0.000716,ok
dense,fp8,mtp_eh_proj,64,7168,14336,1,swap_on,30.384,432.9,3469.1,0.000712,ok
dense,fp8,mtp_eh_proj,64,7168,14336,1,swap_off,27.760,473.8,3797.0,0.000712,ok
dense,fp8,mtp_eh_proj,128,7168,14336,1,swap_on,32.446,810.8,3305.4,0.000714,ok
dense,fp8,mtp_eh_proj,128,7168,14336,1,swap_off,33.745,779.6,3178.2,0.000714,ok
dense,fp8,q_b_proj_tp1,1,24576,1536,1,swap_on,12.144,6.2,3136.9,0.000715,ok
dense,fp8,q_b_proj_tp1,1,24576,1536,1,swap_off,12.096,6.2,3149.3,0.000715,ok
dense,fp8,q_b_proj_tp1,8,24576,1536,1,swap_on,12.032,50.2,3195.6,0.000713,ok
dense,fp8,q_b_proj_tp1,8,24576,1536,1,swap_off,12.128,49.8,3170.3,0.000713,ok
dense,fp8,q_b_proj_tp1,64,24576,1536,1,swap_on,12.831,376.6,3217.7,0.000712,ok
dense,fp8,q_b_proj_tp1,64,24576,1536,1,swap_off,12.127,398.4,3404.7,0.000712,ok
dense,fp8,kv_b_proj_tp1,1,32768,512,1,swap_on,7.808,4.3,2174.0,0.000725,ok
dense,fp8,kv_b_proj_tp1,1,32768,512,1,swap_off,8.352,4.0,2032.4,0.000725,ok
dense,fp8,kv_b_proj_tp1,8,32768,512,1,swap_on,7.824,34.3,2228.8,0.000723,ok
dense,fp8,kv_b_proj_tp1,8,32768,512,1,swap_off,8.416,31.9,2071.9,0.000723,ok
dense,fp8,kv_b_proj_tp1,64,32768,512,1,swap_on,8.383,256.2,2521.1,0.000717,ok
dense,fp8,kv_b_proj_tp1,64,32768,512,1,swap_off,8.368,256.6,2525.8,0.000717,ok
dense,fp8,o_proj_tp1,1,7168,16384,1,swap_on,32.383,7.3,3655.9,0.000705,ok
dense,fp8,o_proj_tp1,1,7168,16384,1,swap_off,32.002,7.3,3699.5,0.000705,ok
dense,fp8,o_proj_tp1,8,7168,16384,1,swap_on,31.760,59.2,3734.4,0.000704,ok
dense,fp8,o_proj_tp1,8,7168,16384,1,swap_off,30.239,62.1,3922.2,0.000704,ok
dense,fp8,o_proj_tp1,64,7168,16384,1,swap_on,33.841,444.2,3555.8,0.000711,ok
dense,fp8,o_proj_tp1,64,7168,16384,1,swap_off,31.888,471.4,3773.6,0.000711,ok
masked,fp8,moe_gate_up,1,4096,7168,32,swap_mc,108.032,10.9,8767.5,0.000745,ok
masked,fp8,moe_gate_up,1,4096,7168,32,swap_nomc,108.651,10.8,8717.6,0.000745,ok
masked,fp8,moe_gate_up,1,4096,7168,32,swap_off,nan,0.0,0.0,0.537011,WRONG_RESULT
masked,fp8,moe_gate_up,4,4096,7168,32,swap_mc,159.731,43.4,5939.3,0.000743,ok
masked,fp8,moe_gate_up,4,4096,7168,32,swap_nomc,159.842,43.3,5935.1,0.000743,ok
masked,fp8,moe_gate_up,4,4096,7168,32,swap_off,nan,0.0,0.0,0.525862,WRONG_RESULT
masked,fp8,moe_gate_up,8,4096,7168,32,swap_mc,160.450,93.7,5925.9,0.000727,ok
masked,fp8,moe_gate_up,8,4096,7168,32,swap_nomc,160.305,93.8,5931.3,0.000727,ok
masked,fp8,moe_gate_up,8,4096,7168,32,swap_off,nan,0.0,0.0,0.517070,WRONG_RESULT
masked,fp8,moe_gate_up,16,4096,7168,32,swap_mc,160.207,194.6,5961.4,0.000723,ok
masked,fp8,moe_gate_up,16,4096,7168,32,swap_nomc,160.206,194.6,5961.4,0.000723,ok
masked,fp8,moe_gate_up,16,4096,7168,32,swap_off,nan,0.0,0.0,0.514747,WRONG_RESULT
masked,fp8,moe_gate_up,32,4096,7168,32,swap_mc,160.222,395.4,6013.5,0.000720,ok
masked,fp8,moe_gate_up,32,4096,7168,32,swap_nomc,160.098,395.8,6018.2,0.000720,ok
masked,fp8,moe_gate_up,32,4096,7168,32,swap_off,nan,0.0,0.0,0.511717,WRONG_RESULT
masked,fp8,moe_down,1,7168,2048,32,swap_mc,62.094,9.5,7629.7,0.000786,ok
masked,fp8,moe_down,1,7168,2048,32,swap_nomc,61.968,9.5,7645.2,0.000786,ok
masked,fp8,moe_down,1,7168,2048,32,swap_off,nan,0.0,0.0,0.510390,WRONG_RESULT
masked,fp8,moe_down,4,7168,2048,32,swap_mc,90.843,38.1,5232.8,0.000740,ok
masked,fp8,moe_down,4,7168,2048,32,swap_nomc,89.951,38.5,5284.7,0.000740,ok
masked,fp8,moe_down,4,7168,2048,32,swap_off,nan,0.0,0.0,0.509017,WRONG_RESULT
masked,fp8,moe_down,8,7168,2048,32,swap_mc,90.719,82.9,5264.9,0.000735,ok
masked,fp8,moe_down,8,7168,2048,32,swap_nomc,89.842,83.7,5316.3,0.000735,ok
masked,fp8,moe_down,8,7168,2048,32,swap_off,nan,0.0,0.0,0.507935,WRONG_RESULT
masked,fp8,moe_down,16,7168,2048,32,swap_mc,90.660,172.0,5318.1,0.000729,ok
masked,fp8,moe_down,16,7168,2048,32,swap_nomc,90.174,172.9,5346.8,0.000729,ok
masked,fp8,moe_down,16,7168,2048,32,swap_off,nan,0.0,0.0,0.504121,WRONG_RESULT
masked,fp8,moe_down,32,7168,2048,32,swap_mc,91.540,346.1,5365.2,0.000725,ok
masked,fp8,moe_down,32,7168,2048,32,swap_nomc,90.457,350.2,5429.4,0.000725,ok
masked,fp8,moe_down,32,7168,2048,32,swap_off,nan,0.0,0.0,0.502933,WRONG_RESULT
contiguous,fp8,moe_gate_up,32,4096,7168,32,swap_mc,190.347,2369.2,5596.4,0.000713,ok
contiguous,fp8,moe_gate_up,32,4096,7168,32,swap_nomc,208.418,2163.8,5111.2,0.000713,ok
contiguous,fp8,moe_gate_up,32,4096,7168,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,fp8,moe_gate_up,128,4096,7168,32,swap_mc,190.444,2368.0,5593.6,0.000713,ok
contiguous,fp8,moe_gate_up,128,4096,7168,32,swap_nomc,209.507,2152.5,5084.6,0.000713,ok
contiguous,fp8,moe_gate_up,128,4096,7168,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,fp8,moe_gate_up,512,4096,7168,32,swap_mc,387.444,3273.6,3303.3,0.000713,ok
contiguous,fp8,moe_gate_up,512,4096,7168,32,swap_nomc,476.651,2661.0,2685.1,0.000713,ok
contiguous,fp8,moe_gate_up,512,4096,7168,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,fp8,moe_down,32,7168,2048,32,swap_mc,112.303,2007.8,5337.2,0.000713,ok
contiguous,fp8,moe_down,32,7168,2048,32,swap_nomc,114.945,1961.7,5214.6,0.000713,ok
contiguous,fp8,moe_down,32,7168,2048,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,fp8,moe_down,128,7168,2048,32,swap_mc,113.442,1987.7,5283.6,0.000714,ok
contiguous,fp8,moe_down,128,7168,2048,32,swap_nomc,116.462,1936.1,5146.6,0.000714,ok
contiguous,fp8,moe_down,128,7168,2048,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,fp8,moe_down,512,7168,2048,32,swap_mc,206.492,3071.2,4008.3,0.000714,ok
contiguous,fp8,moe_down,512,7168,2048,32,swap_nomc,242.818,2611.7,3408.6,0.000714,ok
contiguous,fp8,moe_down,512,7168,2048,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
