kind,dtype,name,m_or_expected_m,n,k,groups,mode,time_us,tflops,gbps,diff,status
dense,bf16,q_b_proj,16,3072,1536,1,swap_off,4.899,30.8,1956.4,0.000000,ok
dense,bf16,q_b_proj,64,3072,1536,1,swap_on,5.344,113.0,1876.3,0.000000,ok
dense,bf16,q_b_proj,64,3072,1536,1,swap_off,4.798,125.9,2089.8,0.000000,ok
dense,bf16,q_b_proj,128,3072,1536,1,swap_on,5.567,217.0,1907.1,0.000000,ok
dense,bf16,q_b_proj,128,3072,1536,1,swap_off,5.123,235.8,2072.4,0.000000,ok
dense,bf16,o_proj,1,7168,2048,1,swap_on,6.495,4.5,4523.3,0.000000,ok
dense,bf16,o_proj,1,7168,2048,1,swap_off,8.864,3.3,3314.4,0.000000,ok
dense,bf16,o_proj,4,7168,2048,1,swap_on,6.398,18.4,4600.5,0.000000,ok
dense,bf16,o_proj,4,7168,2048,1,swap_off,8.416,14.0,3497.4,0.000000,ok
dense,bf16,o_proj,8,7168,2048,1,swap_on,6.256,37.5,4716.3,0.000000,ok
dense,bf16,o_proj,8,7168,2048,1,swap_off,7.453,31.5,3959.2,0.000000,ok
dense,bf16,o_proj,16,7168,2048,1,swap_on,6.110,76.9,4853.5,0.000000,ok
dense,bf16,o_proj,16,7168,2048,1,swap_off,7.133,65.9,4157.4,0.000000,ok
dense,bf16,o_proj,64,7168,2048,1,swap_on,6.786,276.9,4500.4,0.000000,ok
dense,bf16,o_proj,64,7168,2048,1,swap_off,6.240,301.1,4893.8,0.000000,ok
dense,bf16,o_proj,128,7168,2048,1,swap_on,7.344,511.8,4319.4,0.000000,ok
dense,bf16,o_proj,128,7168,2048,1,swap_off,6.893,545.2,4602.0,0.000000,ok
dense,bf16,indexer_wq_b,1,8192,1536,1,swap_on,5.601,4.5,4496.6,0.000000,ok
dense,bf16,indexer_wq_b,1,8192,1536,1,swap_off,6.529,3.9,3857.4,0.000000,ok
dense,bf16,indexer_wq_b,4,8192,1536,1,swap_on,5.566,18.1,4535.3,0.000000,ok
dense,bf16,indexer_wq_b,4,8192,1536,1,swap_off,6.945,14.5,3634.8,0.000000,ok
dense,bf16,indexer_wq_b,8,8192,1536,1,swap_on,5.472,36.8,4627.5,0.000000,ok
dense,bf16,indexer_wq_b,8,8192,1536,1,swap_off,6.238,32.3,4059.2,0.000000,ok
dense,bf16,indexer_wq_b,16,8192,1536,1,swap_on,5.472,73.6,4655.9,0.000000,ok
dense,bf16,indexer_wq_b,16,8192,1536,1,swap_off,5.758,69.9,4424.6,0.000000,ok
dense,bf16,indexer_wq_b,64,8192,1536,1,swap_on,6.050,266.2,4365.5,0.000000,ok
dense,bf16,indexer_wq_b,64,8192,1536,1,swap_off,5.456,295.2,4840.7,0.000000,ok
dense,bf16,indexer_wq_b,128,8192,1536,1,swap_on,6.526,493.6,4237.8,0.000000,ok
dense,bf16,indexer_wq_b,128,8192,1536,1,swap_off,5.920,544.1,4671.7,0.000000,ok
dense,bf16,indexer_wk_wproj,1,192,7168,1,swap_on,12.064,0.2,229.4,0.000000,ok
dense,bf16,indexer_wk_wproj,1,192,7168,1,swap_off,12.606,0.2,219.5,0.000000,ok
dense,bf16,indexer_wk_wproj,4,192,7168,1,swap_on,12.064,0.9,233.0,0.000000,ok
dense,bf16,indexer_wk_wproj,4,192,7168,1,swap_off,12.609,0.9,223.0,0.000000,ok
dense,bf16,indexer_wk_wproj,8,192,7168,1,swap_on,12.060,1.8,238.0,0.000000,ok
dense,bf16,indexer_wk_wproj,8,192,7168,1,swap_off,12.604,1.7,227.7,0.000000,ok
dense,bf16,indexer_wk_wproj,16,192,7168,1,swap_on,12.064,3.7,247.7,0.000000,ok
dense,bf16,indexer_wk_wproj,16,192,7168,1,swap_off,12.636,3.5,236.5,0.000000,ok
dense,bf16,indexer_wk_wproj,64,192,7168,1,swap_on,12.132,14.5,304.5,0.000000,ok
dense,bf16,indexer_wk_wproj,64,192,7168,1,swap_off,12.027,14.6,307.2,0.000000,ok
dense,bf16,indexer_wk_wproj,128,192,7168,1,swap_on,12.122,29.1,382.5,0.000000,ok
dense,bf16,indexer_wk_wproj,128,192,7168,1,swap_off,12.480,28.2,371.5,0.000000,ok
dense,bf16,dense_mlp_gate_up,1,4608,7168,1,swap_on,12.254,5.4,5392.8,0.000000,ok
dense,bf16,dense_mlp_gate_up,1,4608,7168,1,swap_off,18.044,3.7,3662.4,0.000000,ok
dense,bf16,dense_mlp_gate_up,4,4608,7168,1,swap_on,12.256,21.6,5397.7,0.000000,ok
dense,bf16,dense_mlp_gate_up,4,4608,7168,1,swap_off,18.023,14.7,3670.6,0.000000,ok
dense,bf16,dense_mlp_gate_up,8,4608,7168,1,swap_on,12.253,43.1,5406.7,0.000000,ok
dense,bf16,dense_mlp_gate_up,8,4608,7168,1,swap_off,15.941,33.2,4155.9,0.000000,ok
dense,bf16,dense_mlp_gate_up,16,4608,7168,1,swap_on,12.265,86.2,5416.8,0.000000,ok
dense,bf16,dense_mlp_gate_up,16,4608,7168,1,swap_off,13.286,79.6,5000.5,0.000000,ok
dense,bf16,dense_mlp_gate_up,64,4608,7168,1,swap_on,15.132,279.4,4465.2,0.000000,ok
dense,bf16,dense_mlp_gate_up,64,4608,7168,1,swap_off,12.924,327.1,5228.3,0.000000,ok
dense,bf16,dense_mlp_gate_up,128,4608,7168,1,swap_on,15.915,531.3,4340.2,0.000000,ok
dense,bf16,dense_mlp_gate_up,128,4608,7168,1,swap_off,13.664,618.8,5055.3,0.000000,ok
dense,bf16,dense_mlp_down,1,7168,2304,1,swap_on,6.881,4.8,4802.9,0.000000,ok
dense,bf16,dense_mlp_down,1,7168,2304,1,swap_off,9.022,3.7,3663.2,0.000000,ok
dense,bf16,dense_mlp_down,4,7168,2304,1,swap_on,6.608,20.0,5010.4,0.000000,ok
dense,bf16,dense_mlp_down,4,7168,2304,1,swap_off,9.306,14.2,3557.7,0.000000,ok
dense,bf16,dense_mlp_down,8,7168,2304,1,swap_on,6.592,40.1,5033.6,0.000000,ok
dense,bf16,dense_mlp_down,8,7168,2304,1,swap_off,8.221,32.1,4036.2,0.000000,ok
dense,bf16,dense_mlp_down,16,7168,2304,1,swap_on,6.495,81.4,5132.5,0.000000,ok
dense,bf16,dense_mlp_down,16,7168,2304,1,swap_off,7.743,68.3,4305.0,0.000000,ok
dense,bf16,dense_mlp_down,64,7168,2304,1,swap_on,7.200,293.6,4755.9,0.000000,ok
dense,bf16,dense_mlp_down,64,7168,2304,1,swap_off,6.688,316.1,5120.0,0.000000,ok
dense,bf16,dense_mlp_down,128,7168,2304,1,swap_on,7.808,541.4,4540.6,0.000000,ok
dense,bf16,dense_mlp_down,128,7168,2304,1,swap_off,7.614,555.3,4656.9,0.000000,ok
dense,bf16,shared_expert_gate_up,1,4096,7168,1,swap_on,12.223,4.8,4805.9,0.000000,ok
dense,bf16,shared_expert_gate_up,1,4096,7168,1,swap_off,17.455,3.4,3365.3,0.000000,ok
dense,bf16,shared_expert_gate_up,4,4096,7168,1,swap_on,12.225,19.2,4810.7,0.000000,ok
dense,bf16,shared_expert_gate_up,4,4096,7168,1,swap_off,17.896,13.1,3286.2,0.000000,ok
dense,bf16,shared_expert_gate_up,8,4096,7168,1,swap_on,12.239,38.4,4812.7,0.000000,ok
dense,bf16,shared_expert_gate_up,8,4096,7168,1,swap_off,16.288,28.8,3616.2,0.000000,ok
dense,bf16,shared_expert_gate_up,16,4096,7168,1,swap_on,12.225,76.9,4832.8,0.000000,ok
dense,bf16,shared_expert_gate_up,16,4096,7168,1,swap_off,13.221,71.1,4468.7,0.000000,ok
dense,bf16,shared_expert_gate_up,64,4096,7168,1,swap_on,13.229,284.1,4547.9,0.000000,ok
dense,bf16,shared_expert_gate_up,64,4096,7168,1,swap_off,12.805,293.5,4698.3,0.000000,ok
dense,bf16,shared_expert_gate_up,128,4096,7168,1,swap_on,14.481,519.0,4254.1,0.000000,ok
dense,bf16,shared_expert_gate_up,128,4096,7168,1,swap_off,13.654,550.5,4511.8,0.000000,ok
dense,bf16,kv_b_proj,1,4096,512,1,swap_on,3.680,1.1,1142.3,0.000000,ok
dense,bf16,kv_b_proj,1,4096,512,1,swap_off,3.839,1.1,1095.0,0.000000,ok
dense,bf16,kv_b_proj,4,4096,512,1,swap_on,3.680,4.6,1149.8,0.000000,ok
dense,bf16,kv_b_proj,4,4096,512,1,swap_off,3.649,4.6,1159.5,0.000000,ok
dense,bf16,kv_b_proj,8,4096,512,1,swap_on,3.680,9.1,1159.8,0.000000,ok
dense,bf16,kv_b_proj,8,4096,512,1,swap_off,3.581,9.4,1191.9,0.000000,ok
dense,bf16,kv_b_proj,16,4096,512,1,swap_on,3.680,18.2,1179.8,0.000000,ok
dense,bf16,kv_b_proj,16,4096,512,1,swap_off,3.648,18.4,1190.2,0.000000,ok
dense,bf16,kv_b_proj,64,4096,512,1,swap_on,3.870,69.4,1236.2,0.000000,ok
dense,bf16,kv_b_proj,64,4096,512,1,swap_off,3.360,79.9,1423.8,0.000000,ok
dense,bf16,kv_b_proj,128,4096,512,1,swap_on,4.063,132.1,1322.7,0.000000,ok
dense,bf16,kv_b_proj,128,4096,512,1,swap_off,3.455,155.4,1555.4,0.000000,ok
dense,bf16,lm_head,1,16160,7168,1,swap_on,37.499,6.2,6179.3,0.000000,ok
dense,bf16,lm_head,1,16160,7168,1,swap_off,39.298,5.9,5896.4,0.000000,ok
dense,bf16,lm_head,4,16160,7168,1,swap_on,37.449,24.7,6191.3,0.000000,ok
dense,bf16,lm_head,4,16160,7168,1,swap_off,38.556,24.0,6013.5,0.000000,ok
dense,bf16,lm_head,8,16160,7168,1,swap_on,37.811,49.0,6136.8,0.000000,ok
dense,bf16,lm_head,8,16160,7168,1,swap_off,37.856,49.0,6129.6,0.000000,ok
dense,bf16,lm_head,16,16160,7168,1,swap_on,38.033,97.5,6110.8,0.000000,ok
dense,bf16,lm_head,16,16160,7168,1,swap_off,38.016,97.5,6113.6,0.000000,ok
dense,bf16,lm_head,64,16160,7168,1,swap_on,38.449,385.6,6103.0,0.000000,ok
dense,bf16,lm_head,64,16160,7168,1,swap_off,38.863,381.5,6038.0,0.000000,ok
dense,bf16,lm_head,128,16160,7168,1,swap_on,41.952,706.8,5664.6,0.000000,ok
dense,bf16,lm_head,128,16160,7168,1,swap_off,41.776,709.8,5688.4,0.000000,ok
dense,bf16,mtp_eh_proj,1,7168,14336,1,swap_on,37.232,5.5,5521.2,0.000000,ok
dense,bf16,mtp_eh_proj,1,7168,14336,1,swap_off,43.316,4.7,4745.6,0.000000,ok
dense,bf16,mtp_eh_proj,4,7168,14336,1,swap_on,37.345,22.0,5508.0,0.000000,ok
dense,bf16,mtp_eh_proj,4,7168,14336,1,swap_off,43.582,18.9,4719.6,0.000000,ok
dense,bf16,mtp_eh_proj,8,7168,14336,1,swap_on,37.177,44.2,5537.4,0.000000,ok
dense,bf16,mtp_eh_proj,8,7168,14336,1,swap_off,35.831,45.9,5745.4,0.000000,ok
dense,bf16,mtp_eh_proj,16,7168,14336,1,swap_on,37.410,87.9,5512.1,0.000000,ok
dense,bf16,mtp_eh_proj,16,7168,14336,1,swap_off,35.553,92.5,5800.1,0.000000,ok
dense,bf16,mtp_eh_proj,64,7168,14336,1,swap_on,38.762,339.3,5373.1,0.000000,ok
dense,bf16,mtp_eh_proj,64,7168,14336,1,swap_off,36.695,358.5,5675.9,0.000000,ok
dense,bf16,mtp_eh_proj,128,7168,14336,1,swap_on,41.864,628.4,5040.7,0.000000,ok
dense,bf16,mtp_eh_proj,128,7168,14336,1,swap_off,42.630,617.1,4950.2,0.000000,ok
dense,bf16,q_b_proj_tp1,1,24576,1536,1,swap_on,8.799,8.6,8586.2,0.000000,ok
dense,bf16,q_b_proj_tp1,1,24576,1536,1,swap_off,11.216,6.7,6735.9,0.000000,ok
dense,bf16,q_b_proj_tp1,8,24576,1536,1,swap_on,8.643,69.9,8783.4,0.000000,ok
dense,bf16,q_b_proj_tp1,8,24576,1536,1,swap_off,10.019,60.3,7577.1,0.000000,ok
dense,bf16,q_b_proj_tp1,64,24576,1536,1,swap_on,9.920,487.1,7947.6,0.000000,ok
dense,bf16,q_b_proj_tp1,64,24576,1536,1,swap_off,8.802,548.9,8957.0,0.000000,ok
dense,bf16,kv_b_proj_tp1,1,32768,512,1,swap_on,5.504,6.1,6108.5,0.000000,ok
dense,bf16,kv_b_proj_tp1,1,32768,512,1,swap_off,6.303,5.3,5334.1,0.000000,ok
dense,bf16,kv_b_proj_tp1,8,32768,512,1,swap_on,5.344,50.2,6378.5,0.000000,ok
dense,bf16,kv_b_proj_tp1,8,32768,512,1,swap_off,6.162,43.6,5531.8,0.000000,ok
dense,bf16,kv_b_proj_tp1,64,32768,512,1,swap_on,5.955,360.6,6350.0,0.000000,ok
dense,bf16,kv_b_proj_tp1,64,32768,512,1,swap_off,5.826,368.6,6490.6,0.000000,ok
dense,bf16,o_proj_tp1,1,7168,16384,1,swap_on,41.752,5.6,5626.7,0.000000,ok
dense,bf16,o_proj_tp1,1,7168,16384,1,swap_off,48.347,4.9,4859.2,0.000000,ok
dense,bf16,o_proj_tp1,8,7168,16384,1,swap_on,43.063,43.6,5463.1,0.000000,ok
dense,bf16,o_proj_tp1,8,7168,16384,1,swap_off,39.871,47.1,5900.5,0.000000,ok
dense,bf16,o_proj_tp1,64,7168,16384,1,swap_on,44.017,341.5,5404.6,0.000000,ok
dense,bf16,o_proj_tp1,64,7168,16384,1,swap_off,42.000,357.9,5664.2,0.000000,ok
