kind,dtype,name,m_or_expected_m,n,k,groups,mode,time_us,tflops,gbps,diff,status
dense,fp4,o_proj,128,7168,2048,1,swap_on,7.456,504.0,1327.5,0.007036,ok
dense,fp4,o_proj,128,7168,2048,1,swap_off,7.392,508.4,1339.0,0.007036,ok
dense,fp4,indexer_wq_b,1,8192,1536,1,swap_on,6.271,4.0,1068.8,0.007108,ok
dense,fp4,indexer_wq_b,1,8192,1536,1,swap_off,6.368,4.0,1052.5,0.007108,ok
dense,fp4,indexer_wq_b,4,8192,1536,1,swap_on,6.207,16.2,1088.4,0.007057,ok
dense,fp4,indexer_wq_b,4,8192,1536,1,swap_off,6.304,16.0,1071.8,0.007057,ok
dense,fp4,indexer_wq_b,8,8192,1536,1,swap_on,6.208,32.4,1099.9,0.007071,ok
dense,fp4,indexer_wq_b,8,8192,1536,1,swap_off,6.304,31.9,1083.1,0.007071,ok
dense,fp4,indexer_wq_b,16,8192,1536,1,swap_on,6.224,64.7,1120.0,0.007062,ok
dense,fp4,indexer_wq_b,16,8192,1536,1,swap_off,6.337,63.5,1100.2,0.007062,ok
dense,fp4,indexer_wq_b,64,8192,1536,1,swap_on,6.464,249.2,1211.7,0.007051,ok
dense,fp4,indexer_wq_b,64,8192,1536,1,swap_off,6.143,262.2,1274.9,0.007051,ok
dense,fp4,indexer_wq_b,128,8192,1536,1,swap_on,6.752,477.1,1330.0,0.007037,ok
dense,fp4,indexer_wq_b,128,8192,1536,1,swap_off,6.672,482.8,1345.9,0.007037,ok
dense,fp4,indexer_wk_wproj,1,192,7168,1,swap_on,9.568,0.3,77.2,0.007304,ok
dense,fp4,indexer_wk_wproj,1,192,7168,1,swap_off,8.640,0.3,85.5,0.007304,ok
dense,fp4,indexer_wk_wproj,4,192,7168,1,swap_on,9.552,1.2,79.7,0.007688,ok
dense,fp4,indexer_wk_wproj,4,192,7168,1,swap_off,8.640,1.3,88.1,0.007688,ok
dense,fp4,indexer_wk_wproj,8,192,7168,1,swap_on,9.472,2.3,83.6,0.007630,ok
dense,fp4,indexer_wk_wproj,8,192,7168,1,swap_off,8.655,2.5,91.5,0.007630,ok
dense,fp4,indexer_wk_wproj,16,192,7168,1,swap_on,9.536,4.6,89.4,0.007472,ok
dense,fp4,indexer_wk_wproj,16,192,7168,1,swap_off,8.672,5.1,98.3,0.007472,ok
dense,fp4,indexer_wk_wproj,64,192,7168,1,swap_on,9.456,18.6,128.8,0.007144,ok
dense,fp4,indexer_wk_wproj,64,192,7168,1,swap_off,8.752,20.1,139.2,0.007144,ok
dense,fp4,indexer_wk_wproj,128,192,7168,1,swap_on,9.600,36.7,177.6,0.007034,ok
dense,fp4,indexer_wk_wproj,128,192,7168,1,swap_off,9.216,38.2,185.0,0.007034,ok
dense,fp4,dense_mlp_gate_up,1,4608,7168,1,swap_on,11.008,6.0,1595.5,0.007317,ok
dense,fp4,dense_mlp_gate_up,1,4608,7168,1,swap_off,11.823,5.6,1485.6,0.007317,ok
dense,fp4,dense_mlp_gate_up,4,4608,7168,1,swap_on,11.040,23.9,1595.3,0.007115,ok
dense,fp4,dense_mlp_gate_up,4,4608,7168,1,swap_off,11.872,22.3,1483.6,0.007115,ok
dense,fp4,dense_mlp_gate_up,8,4608,7168,1,swap_on,11.025,47.9,1603.5,0.007093,ok
dense,fp4,dense_mlp_gate_up,8,4608,7168,1,swap_off,11.088,47.7,1594.4,0.007093,ok
dense,fp4,dense_mlp_gate_up,16,4608,7168,1,swap_on,11.024,95.9,1615.7,0.007026,ok
dense,fp4,dense_mlp_gate_up,16,4608,7168,1,swap_off,10.624,99.5,1676.5,0.007026,ok
dense,fp4,dense_mlp_gate_up,64,4608,7168,1,swap_on,11.312,373.8,1644.3,0.007048,ok
dense,fp4,dense_mlp_gate_up,64,4608,7168,1,swap_off,10.352,408.4,1796.7,0.007048,ok
dense,fp4,dense_mlp_gate_up,128,4608,7168,1,swap_on,11.840,714.2,1659.8,0.007063,ok
dense,fp4,dense_mlp_gate_up,128,4608,7168,1,swap_off,11.616,727.9,1691.8,0.007063,ok
dense,fp4,dense_mlp_down,1,7168,2304,1,swap_on,7.072,4.7,1243.0,0.006866,ok
dense,fp4,dense_mlp_down,1,7168,2304,1,swap_off,7.231,4.6,1215.6,0.006866,ok
dense,fp4,dense_mlp_down,4,7168,2304,1,swap_on,7.136,18.5,1238.8,0.006977,ok
dense,fp4,dense_mlp_down,4,7168,2304,1,swap_off,7.296,18.1,1211.7,0.006977,ok
dense,fp4,dense_mlp_down,8,7168,2304,1,swap_on,7.104,37.2,1253.8,0.007079,ok
dense,fp4,dense_mlp_down,8,7168,2304,1,swap_off,7.216,36.6,1234.2,0.007079,ok
dense,fp4,dense_mlp_down,16,7168,2304,1,swap_on,7.151,73.9,1264.1,0.007093,ok
dense,fp4,dense_mlp_down,16,7168,2304,1,swap_off,7.168,73.7,1261.2,0.007093,ok
dense,fp4,dense_mlp_down,64,7168,2304,1,swap_on,7.328,288.5,1342.8,0.007048,ok
dense,fp4,dense_mlp_down,64,7168,2304,1,swap_off,6.960,303.7,1413.9,0.007048,ok
dense,fp4,dense_mlp_down,128,7168,2304,1,swap_on,7.808,541.5,1396.8,0.007049,ok
dense,fp4,dense_mlp_down,128,7168,2304,1,swap_off,7.808,541.4,1396.7,0.007049,ok
dense,fp4,shared_expert_gate_up,1,4096,7168,1,swap_on,10.848,5.4,1439.2,0.007407,ok
dense,fp4,shared_expert_gate_up,1,4096,7168,1,swap_off,11.488,5.1,1359.1,0.007407,ok
dense,fp4,shared_expert_gate_up,4,4096,7168,1,swap_on,10.880,21.6,1439.3,0.007089,ok
dense,fp4,shared_expert_gate_up,4,4096,7168,1,swap_off,11.697,20.1,1338.8,0.007089,ok
dense,fp4,shared_expert_gate_up,8,4096,7168,1,swap_on,10.880,43.2,1444.9,0.007096,ok
dense,fp4,shared_expert_gate_up,8,4096,7168,1,swap_off,10.640,44.2,1477.5,0.007096,ok
dense,fp4,shared_expert_gate_up,16,4096,7168,1,swap_on,10.896,86.2,1454.1,0.007031,ok
dense,fp4,shared_expert_gate_up,16,4096,7168,1,swap_off,10.272,91.5,1542.5,0.007031,ok
dense,fp4,shared_expert_gate_up,64,4096,7168,1,swap_on,11.040,340.4,1502.2,0.007062,ok
dense,fp4,shared_expert_gate_up,64,4096,7168,1,swap_off,10.192,368.7,1627.2,0.007062,ok
dense,fp4,shared_expert_gate_up,128,4096,7168,1,swap_on,11.520,652.4,1525.2,0.007069,ok
dense,fp4,shared_expert_gate_up,128,4096,7168,1,swap_off,11.296,665.4,1555.5,0.007069,ok
dense,fp4,kv_b_proj,1,4096,512,1,swap_on,4.288,1.0,261.9,0.007062,ok
dense,fp4,kv_b_proj,1,4096,512,1,swap_off,4.240,1.0,264.8,0.007062,ok
dense,fp4,kv_b_proj,4,4096,512,1,swap_on,4.303,3.9,267.0,0.007129,ok
dense,fp4,kv_b_proj,4,4096,512,1,swap_off,4.144,4.0,277.3,0.007129,ok
dense,fp4,kv_b_proj,8,4096,512,1,swap_on,4.224,7.9,280.3,0.006981,ok
dense,fp4,kv_b_proj,8,4096,512,1,swap_off,4.288,7.8,276.1,0.006981,ok
dense,fp4,kv_b_proj,16,4096,512,1,swap_on,4.224,15.9,296.7,0.007036,ok
dense,fp4,kv_b_proj,16,4096,512,1,swap_off,4.160,16.1,301.3,0.007036,ok
dense,fp4,kv_b_proj,64,4096,512,1,swap_on,4.321,62.1,386.9,0.007047,ok
dense,fp4,kv_b_proj,64,4096,512,1,swap_off,4.032,66.6,414.5,0.007047,ok
dense,fp4,kv_b_proj,128,4096,512,1,swap_on,4.480,119.8,497.5,0.007050,ok
dense,fp4,kv_b_proj,128,4096,512,1,swap_off,4.128,130.1,539.9,0.007050,ok
dense,fp4,lm_head,1,16160,7168,1,swap_on,17.664,13.1,3486.0,0.007145,ok
dense,fp4,lm_head,1,16160,7168,1,swap_off,19.553,11.8,3149.3,0.007145,ok
dense,fp4,lm_head,4,16160,7168,1,swap_on,17.439,53.1,3537.7,0.007074,ok
dense,fp4,lm_head,4,16160,7168,1,swap_off,18.928,49.0,3259.5,0.007074,ok
dense,fp4,lm_head,8,16160,7168,1,swap_on,17.408,106.5,3553.2,0.007058,ok
dense,fp4,lm_head,8,16160,7168,1,swap_off,18.657,99.3,3315.3,0.007058,ok
dense,fp4,lm_head,16,16160,7168,1,swap_on,17.312,214.1,3591.1,0.007043,ok
dense,fp4,lm_head,16,16160,7168,1,swap_off,18.369,201.8,3384.6,0.007043,ok
dense,fp4,lm_head,64,16160,7168,1,swap_on,19.841,747.3,3229.1,0.007051,ok
dense,fp4,lm_head,64,16160,7168,1,swap_off,20.118,737.0,3184.6,0.007051,ok
dense,fp4,lm_head,128,16160,7168,1,swap_on,22.975,1290.7,2898.8,0.007050,ok
dense,fp4,lm_head,128,16160,7168,1,swap_off,23.615,1255.7,2820.2,0.007050,ok
dense,fp4,mtp_eh_proj,1,7168,14336,1,swap_on,21.376,9.6,2555.2,0.007137,ok
dense,fp4,mtp_eh_proj,1,7168,14336,1,swap_off,24.353,8.4,2242.9,0.007137,ok
dense,fp4,mtp_eh_proj,4,7168,14336,1,swap_on,21.329,38.5,2565.0,0.007012,ok
dense,fp4,mtp_eh_proj,4,7168,14336,1,swap_off,23.440,35.1,2333.9,0.007012,ok
dense,fp4,mtp_eh_proj,8,7168,14336,1,swap_on,21.472,76.6,2553.2,0.007061,ok
dense,fp4,mtp_eh_proj,8,7168,14336,1,swap_off,21.200,77.6,2586.0,0.007061,ok
dense,fp4,mtp_eh_proj,16,7168,14336,1,swap_on,21.488,153.0,2562.0,0.007078,ok
dense,fp4,mtp_eh_proj,16,7168,14336,1,swap_off,19.840,165.7,2774.8,0.007078,ok
dense,fp4,mtp_eh_proj,64,7168,14336,1,swap_on,23.424,561.5,2409.2,0.007053,ok
dense,fp4,mtp_eh_proj,64,7168,14336,1,swap_off,21.520,611.2,2622.3,0.007053,ok
dense,fp4,mtp_eh_proj,128,7168,14336,1,swap_on,24.703,1064.9,2359.0,0.007054,ok
dense,fp4,mtp_eh_proj,128,7168,14336,1,swap_off,26.913,977.5,2165.3,0.007054,ok
dense,fp4,q_b_proj_tp1,1,24576,1536,1,swap_on,9.088,8.3,2212.2,0.006964,ok
dense,fp4,q_b_proj_tp1,1,24576,1536,1,swap_off,8.848,8.5,2272.1,0.006964,ok
dense,fp4,q_b_proj_tp1,8,24576,1536,1,swap_on,9.040,66.8,2263.2,0.007034,ok
dense,fp4,q_b_proj_tp1,8,24576,1536,1,swap_off,8.816,68.5,2320.7,0.007034,ok
dense,fp4,q_b_proj_tp1,64,24576,1536,1,swap_on,9.664,500.0,2410.9,0.007037,ok
dense,fp4,q_b_proj_tp1,64,24576,1536,1,swap_off,9.120,529.8,2554.7,0.007037,ok
dense,fp4,kv_b_proj_tp1,1,32768,512,1,swap_on,6.480,5.2,1385.6,0.006967,ok
dense,fp4,kv_b_proj_tp1,1,32768,512,1,swap_off,7.087,4.7,1267.0,0.006967,ok
dense,fp4,kv_b_proj_tp1,8,32768,512,1,swap_on,6.447,41.6,1464.5,0.007017,ok
dense,fp4,kv_b_proj_tp1,8,32768,512,1,swap_off,7.103,37.8,1329.2,0.007017,ok
dense,fp4,kv_b_proj_tp1,64,32768,512,1,swap_on,7.200,298.3,1825.0,0.007045,ok
dense,fp4,kv_b_proj_tp1,64,32768,512,1,swap_off,7.344,292.4,1789.2,0.007045,ok
dense,fp4,o_proj_tp1,1,7168,16384,1,swap_on,24.992,9.4,2497.6,0.006959,ok
dense,fp4,o_proj_tp1,1,7168,16384,1,swap_off,27.520,8.5,2268.2,0.006959,ok
dense,fp4,o_proj_tp1,8,7168,16384,1,swap_on,24.703,76.1,2535.6,0.007015,ok
dense,fp4,o_proj_tp1,8,7168,16384,1,swap_off,22.399,83.9,2796.4,0.007015,ok
dense,fp4,o_proj_tp1,64,7168,16384,1,swap_on,27.137,554.0,2371.9,0.007050,ok
dense,fp4,o_proj_tp1,64,7168,16384,1,swap_off,25.424,591.3,2531.7,0.007050,ok
masked,fp4,moe_gate_up,1,4096,7168,32,swap_mc,69.438,16.9,7192.5,0.007632,ok
masked,fp4,moe_gate_up,1,4096,7168,32,swap_nomc,70.222,16.7,7112.2,0.007632,ok
masked,fp4,moe_gate_up,1,4096,7168,32,swap_off,nan,0.0,0.0,0.557530,WRONG_RESULT
masked,fp4,moe_gate_up,4,4096,7168,32,swap_mc,96.002,72.2,5218.0,0.007313,ok
masked,fp4,moe_gate_up,4,4096,7168,32,swap_nomc,95.490,72.6,5246.0,0.007313,ok
masked,fp4,moe_gate_up,4,4096,7168,32,swap_off,nan,0.0,0.0,0.546531,WRONG_RESULT
masked,fp4,moe_gate_up,8,4096,7168,32,swap_mc,95.954,156.7,5242.8,0.007254,ok
masked,fp4,moe_gate_up,8,4096,7168,32,swap_nomc,95.574,157.3,5263.7,0.007254,ok
masked,fp4,moe_gate_up,8,4096,7168,32,swap_off,nan,0.0,0.0,0.539913,WRONG_RESULT
masked,fp4,moe_gate_up,16,4096,7168,32,swap_mc,96.097,324.5,5279.1,0.007175,ok
masked,fp4,moe_gate_up,16,4096,7168,32,swap_nomc,95.698,325.8,5301.2,0.007175,ok
masked,fp4,moe_gate_up,16,4096,7168,32,swap_off,nan,0.0,0.0,0.534967,WRONG_RESULT
masked,fp4,moe_gate_up,32,4096,7168,32,swap_mc,97.531,649.6,5288.1,0.007130,ok
masked,fp4,moe_gate_up,32,4096,7168,32,swap_nomc,97.677,648.7,5280.2,0.007130,ok
masked,fp4,moe_gate_up,32,4096,7168,32,swap_off,nan,0.0,0.0,0.532996,WRONG_RESULT
masked,fp4,moe_down,1,7168,2048,32,swap_mc,38.145,15.4,6551.1,0.007269,ok
masked,fp4,moe_down,1,7168,2048,32,swap_nomc,37.501,15.7,6663.5,0.007269,ok
masked,fp4,moe_down,1,7168,2048,32,swap_off,nan,0.0,0.0,0.534525,WRONG_RESULT
masked,fp4,moe_down,4,7168,2048,32,swap_mc,55.373,62.6,4541.8,0.007277,ok
masked,fp4,moe_down,4,7168,2048,32,swap_nomc,55.391,62.5,4540.4,0.007277,ok
masked,fp4,moe_down,4,7168,2048,32,swap_off,nan,0.0,0.0,0.531799,WRONG_RESULT
masked,fp4,moe_down,8,7168,2048,32,swap_mc,55.185,136.2,4598.3,0.007178,ok
masked,fp4,moe_down,8,7168,2048,32,swap_nomc,55.025,136.6,4611.8,0.007178,ok
masked,fp4,moe_down,8,7168,2048,32,swap_off,nan,0.0,0.0,0.529990,WRONG_RESULT
masked,fp4,moe_down,16,7168,2048,32,swap_mc,55.551,280.6,4649.2,0.007142,ok
masked,fp4,moe_down,16,7168,2048,32,swap_nomc,55.358,281.6,4665.4,0.007142,ok
masked,fp4,moe_down,16,7168,2048,32,swap_off,nan,0.0,0.0,0.526926,WRONG_RESULT
masked,fp4,moe_down,32,7168,2048,32,swap_mc,56.669,559.0,4716.1,0.007110,ok
masked,fp4,moe_down,32,7168,2048,32,swap_nomc,56.705,558.7,4713.1,0.007110,ok
masked,fp4,moe_down,32,7168,2048,32,swap_off,nan,0.0,0.0,0.524809,WRONG_RESULT
contiguous,fp4,moe_gate_up,32,4096,7168,32,swap_mc,138.515,3255.8,4458.1,0.007048,ok
contiguous,fp4,moe_gate_up,32,4096,7168,32,swap_nomc,175.592,2568.3,3516.8,0.007048,ok
contiguous,fp4,moe_gate_up,32,4096,7168,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,fp4,moe_gate_up,128,4096,7168,32,swap_mc,142.287,3169.5,4339.9,0.007044,ok
contiguous,fp4,moe_gate_up,128,4096,7168,32,swap_nomc,177.810,2536.3,3472.9,0.007044,ok
contiguous,fp4,moe_gate_up,128,4096,7168,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,fp4,moe_gate_up,512,4096,7168,32,swap_mc,358.577,3537.2,2320.6,0.007046,ok
contiguous,fp4,moe_gate_up,512,4096,7168,32,swap_nomc,445.696,2845.8,1867.0,0.007046,ok
contiguous,fp4,moe_gate_up,512,4096,7168,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,fp4,moe_down,32,7168,2048,32,swap_mc,84.462,2669.7,4445.9,0.007059,ok
contiguous,fp4,moe_down,32,7168,2048,32,swap_nomc,100.959,2233.4,3719.5,0.007059,ok
contiguous,fp4,moe_down,32,7168,2048,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,fp4,moe_down,128,7168,2048,32,swap_mc,85.584,2634.7,4387.7,0.007052,ok
contiguous,fp4,moe_down,128,7168,2048,32,swap_nomc,102.733,2194.9,3655.2,0.007052,ok
contiguous,fp4,moe_down,128,7168,2048,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,fp4,moe_down,512,7168,2048,32,swap_mc,192.864,3288.2,3130.7,0.007050,ok
contiguous,fp4,moe_down,512,7168,2048,32,swap_nomc,228.571,2774.5,2641.6,0.007050,ok
contiguous,fp4,moe_down,512,7168,2048,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
