kind,dtype,name,m_or_expected_m,n,k,groups,mode,time_us,tflops,gbps,diff,status
dense,bf16,indexer_wk_wproj,64,192,7168,1,swap_on,13.632,12.9,271.0,0.000000,ok
dense,bf16,indexer_wk_wproj,64,192,7168,1,swap_off,12.800,13.8,288.6,0.000000,ok
dense,bf16,indexer_wk_wproj,128,192,7168,1,swap_on,13.407,26.3,345.8,0.000000,ok
dense,bf16,indexer_wk_wproj,128,192,7168,1,swap_off,13.376,26.3,346.6,0.000000,ok
dense,bf16,dense_mlp_gate_up,1,4608,7168,1,swap_on,22.545,2.9,2931.3,0.000000,ok
dense,bf16,dense_mlp_gate_up,1,4608,7168,1,swap_off,21.600,3.1,3059.4,0.000000,ok
dense,bf16,dense_mlp_gate_up,4,4608,7168,1,swap_on,22.576,11.7,2930.3,0.000000,ok
dense,bf16,dense_mlp_gate_up,4,4608,7168,1,swap_off,22.431,11.8,2949.2,0.000000,ok
dense,bf16,dense_mlp_gate_up,8,4608,7168,1,swap_on,22.608,23.4,2930.3,0.000000,ok
dense,bf16,dense_mlp_gate_up,8,4608,7168,1,swap_off,20.223,26.1,3275.9,0.000000,ok
dense,bf16,dense_mlp_gate_up,16,4608,7168,1,swap_on,22.624,46.7,2936.5,0.000000,ok
dense,bf16,dense_mlp_gate_up,16,4608,7168,1,swap_off,18.720,56.5,3549.0,0.000000,ok
dense,bf16,dense_mlp_gate_up,64,4608,7168,1,swap_on,25.040,168.8,2698.4,0.000000,ok
dense,bf16,dense_mlp_gate_up,64,4608,7168,1,swap_off,19.360,218.4,3490.1,0.000000,ok
dense,bf16,dense_mlp_gate_up,128,4608,7168,1,swap_on,25.440,332.4,2715.2,0.000000,ok
dense,bf16,dense_mlp_gate_up,128,4608,7168,1,swap_off,23.360,362.0,2957.0,0.000000,ok
dense,bf16,dense_mlp_down,1,7168,2304,1,swap_on,11.264,2.9,2934.0,0.000000,ok
dense,bf16,dense_mlp_down,1,7168,2304,1,swap_off,12.577,2.6,2627.8,0.000000,ok
dense,bf16,dense_mlp_down,4,7168,2304,1,swap_on,11.264,11.7,2939.1,0.000000,ok
dense,bf16,dense_mlp_down,4,7168,2304,1,swap_off,12.128,10.9,2729.7,0.000000,ok
dense,bf16,dense_mlp_down,8,7168,2304,1,swap_on,11.297,23.4,2937.3,0.000000,ok
dense,bf16,dense_mlp_down,8,7168,2304,1,swap_off,12.031,22.0,2758.0,0.000000,ok
dense,bf16,dense_mlp_down,16,7168,2304,1,swap_on,11.328,46.7,2942.6,0.000000,ok
dense,bf16,dense_mlp_down,16,7168,2304,1,swap_off,11.808,44.8,2822.9,0.000000,ok
dense,bf16,dense_mlp_down,64,7168,2304,1,swap_on,12.032,175.7,2846.0,0.000000,ok
dense,bf16,dense_mlp_down,64,7168,2304,1,swap_off,11.103,190.4,3084.1,0.000000,ok
dense,bf16,dense_mlp_down,128,7168,2304,1,swap_on,12.720,332.4,2787.5,0.000000,ok
dense,bf16,dense_mlp_down,128,7168,2304,1,swap_off,12.192,346.8,2908.1,0.000000,ok
dense,bf16,shared_expert_gate_up,1,4096,7168,1,swap_on,21.648,2.7,2713.5,0.000000,ok
dense,bf16,shared_expert_gate_up,1,4096,7168,1,swap_off,20.658,2.8,2843.7,0.000000,ok
dense,bf16,shared_expert_gate_up,4,4096,7168,1,swap_on,21.423,11.0,2745.1,0.000000,ok
dense,bf16,shared_expert_gate_up,4,4096,7168,1,swap_off,21.088,11.1,2788.8,0.000000,ok
dense,bf16,shared_expert_gate_up,8,4096,7168,1,swap_on,21.312,22.0,2763.7,0.000000,ok
dense,bf16,shared_expert_gate_up,8,4096,7168,1,swap_off,19.553,24.0,3012.3,0.000000,ok
dense,bf16,shared_expert_gate_up,16,4096,7168,1,swap_on,21.584,43.5,2737.2,0.000000,ok
dense,bf16,shared_expert_gate_up,16,4096,7168,1,swap_off,17.936,52.4,3294.0,0.000000,ok
dense,bf16,shared_expert_gate_up,64,4096,7168,1,swap_on,23.553,159.6,2554.4,0.000000,ok
dense,bf16,shared_expert_gate_up,64,4096,7168,1,swap_off,18.400,204.2,3269.7,0.000000,ok
dense,bf16,shared_expert_gate_up,128,4096,7168,1,swap_on,24.144,311.3,2551.5,0.000000,ok
dense,bf16,shared_expert_gate_up,128,4096,7168,1,swap_off,22.272,337.5,2766.0,0.000000,ok
dense,bf16,kv_b_proj,1,4096,512,1,swap_on,5.184,0.8,810.9,0.000000,ok
dense,bf16,kv_b_proj,1,4096,512,1,swap_off,5.184,0.8,810.9,0.000000,ok
dense,bf16,kv_b_proj,4,4096,512,1,swap_on,5.184,3.2,816.2,0.000000,ok
dense,bf16,kv_b_proj,4,4096,512,1,swap_off,5.168,3.2,818.7,0.000000,ok
dense,bf16,kv_b_proj,8,4096,512,1,swap_on,5.200,6.5,820.9,0.000000,ok
dense,bf16,kv_b_proj,8,4096,512,1,swap_off,5.136,6.5,831.0,0.000000,ok
dense,bf16,kv_b_proj,16,4096,512,1,swap_on,5.216,12.9,832.4,0.000000,ok
dense,bf16,kv_b_proj,16,4096,512,1,swap_off,5.056,13.3,858.7,0.000000,ok
dense,bf16,kv_b_proj,64,4096,512,1,swap_on,5.393,49.8,887.2,0.000000,ok
dense,bf16,kv_b_proj,64,4096,512,1,swap_off,4.896,54.8,977.2,0.000000,ok
dense,bf16,kv_b_proj,128,4096,512,1,swap_on,5.600,95.9,959.6,0.000000,ok
dense,bf16,kv_b_proj,128,4096,512,1,swap_off,4.992,107.5,1076.5,0.000000,ok
dense,bf16,lm_head,1,16160,7168,1,swap_on,49.552,4.7,4676.2,0.000000,ok
dense,bf16,lm_head,1,16160,7168,1,swap_off,50.338,4.6,4603.2,0.000000,ok
dense,bf16,lm_head,4,16160,7168,1,swap_on,48.949,18.9,4736.7,0.000000,ok
dense,bf16,lm_head,4,16160,7168,1,swap_off,50.001,18.5,4637.0,0.000000,ok
dense,bf16,lm_head,8,16160,7168,1,swap_on,48.849,37.9,4750.2,0.000000,ok
dense,bf16,lm_head,8,16160,7168,1,swap_off,49.873,37.2,4652.7,0.000000,ok
dense,bf16,lm_head,16,16160,7168,1,swap_on,48.912,75.8,4751.7,0.000000,ok
dense,bf16,lm_head,16,16160,7168,1,swap_off,49.870,74.3,4660.4,0.000000,ok
dense,bf16,lm_head,64,16160,7168,1,swap_on,49.759,298.0,4715.8,0.000000,ok
dense,bf16,lm_head,64,16160,7168,1,swap_off,51.000,290.7,4601.1,0.000000,ok
dense,bf16,lm_head,128,16160,7168,1,swap_on,53.976,549.4,4402.7,0.000000,ok
dense,bf16,lm_head,128,16160,7168,1,swap_off,53.520,554.1,4440.2,0.000000,ok
dense,bf16,mtp_eh_proj,1,7168,14336,1,swap_on,48.768,4.2,4215.1,0.000000,ok
dense,bf16,mtp_eh_proj,1,7168,14336,1,swap_off,49.024,4.2,4193.1,0.000000,ok
dense,bf16,mtp_eh_proj,4,7168,14336,1,swap_on,48.704,16.9,4223.3,0.000000,ok
dense,bf16,mtp_eh_proj,4,7168,14336,1,swap_off,49.392,16.6,4164.5,0.000000,ok
dense,bf16,mtp_eh_proj,8,7168,14336,1,swap_on,48.592,33.8,4236.6,0.000000,ok
dense,bf16,mtp_eh_proj,8,7168,14336,1,swap_off,45.696,36.0,4505.1,0.000000,ok
dense,bf16,mtp_eh_proj,16,7168,14336,1,swap_on,48.731,67.5,4231.5,0.000000,ok
dense,bf16,mtp_eh_proj,16,7168,14336,1,swap_off,46.001,71.5,4482.8,0.000000,ok
dense,bf16,mtp_eh_proj,64,7168,14336,1,swap_on,49.584,265.3,4200.4,0.000000,ok
dense,bf16,mtp_eh_proj,64,7168,14336,1,swap_off,47.344,277.8,4399.2,0.000000,ok
dense,bf16,mtp_eh_proj,128,7168,14336,1,swap_on,52.832,497.9,3994.3,0.000000,ok
dense,bf16,mtp_eh_proj,128,7168,14336,1,swap_off,54.785,480.2,3851.9,0.000000,ok
dense,bf16,q_b_proj_tp1,1,24576,1536,1,swap_on,20.544,3.7,3677.5,0.000000,ok
dense,bf16,q_b_proj_tp1,1,24576,1536,1,swap_off,19.696,3.8,3835.8,0.000000,ok
dense,bf16,q_b_proj_tp1,8,24576,1536,1,swap_on,20.353,29.7,3729.9,0.000000,ok
dense,bf16,q_b_proj_tp1,8,24576,1536,1,swap_off,19.952,30.3,3804.9,0.000000,ok
dense,bf16,q_b_proj_tp1,64,24576,1536,1,swap_on,21.280,227.1,3704.9,0.000000,ok
dense,bf16,q_b_proj_tp1,64,24576,1536,1,swap_off,19.776,244.3,3986.7,0.000000,ok
dense,bf16,kv_b_proj_tp1,1,32768,512,1,swap_on,10.848,3.1,3099.3,0.000000,ok
dense,bf16,kv_b_proj_tp1,1,32768,512,1,swap_off,11.424,2.9,2943.0,0.000000,ok
dense,bf16,kv_b_proj_tp1,8,32768,512,1,swap_on,10.848,24.7,3142.2,0.000000,ok
dense,bf16,kv_b_proj_tp1,8,32768,512,1,swap_off,11.248,23.9,3030.5,0.000000,ok
dense,bf16,kv_b_proj_tp1,64,32768,512,1,swap_on,11.248,190.9,3362.0,0.000000,ok
dense,bf16,kv_b_proj_tp1,64,32768,512,1,swap_off,11.296,190.1,3347.6,0.000000,ok
dense,bf16,o_proj_tp1,1,7168,16384,1,swap_on,54.959,4.3,4274.6,0.000000,ok
dense,bf16,o_proj_tp1,1,7168,16384,1,swap_off,57.047,4.1,4118.2,0.000000,ok
dense,bf16,o_proj_tp1,8,7168,16384,1,swap_on,55.136,34.1,4266.8,0.000000,ok
dense,bf16,o_proj_tp1,8,7168,16384,1,swap_off,51.936,36.2,4529.8,0.000000,ok
dense,bf16,o_proj_tp1,64,7168,16384,1,swap_on,55.329,271.7,4299.7,0.000000,ok
dense,bf16,o_proj_tp1,64,7168,16384,1,swap_off,54.241,277.1,4385.9,0.000000,ok
masked,bf16,moe_gate_up,1,4096,7168,32,swap_mc,196.782,6.0,9551.1,0.000000,ok
masked,bf16,moe_gate_up,1,4096,7168,32,swap_nomc,191.999,6.1,9789.1,0.000000,ok
masked,bf16,moe_gate_up,1,4096,7168,32,swap_off,nan,0.0,0.0,0.524193,WRONG_RESULT
masked,bf16,moe_gate_up,4,4096,7168,32,swap_mc,297.665,23.3,6321.6,0.000000,ok
masked,bf16,moe_gate_up,4,4096,7168,32,swap_nomc,296.949,23.3,6336.8,0.000000,ok
masked,bf16,moe_gate_up,4,4096,7168,32,swap_off,nan,0.0,0.0,0.518675,WRONG_RESULT
masked,bf16,moe_gate_up,8,4096,7168,32,swap_mc,299.808,50.1,6286.8,0.000000,ok
masked,bf16,moe_gate_up,8,4096,7168,32,swap_nomc,295.156,50.9,6385.8,0.000000,ok
masked,bf16,moe_gate_up,8,4096,7168,32,swap_off,nan,0.0,0.0,0.509357,WRONG_RESULT
masked,bf16,moe_gate_up,16,4096,7168,32,swap_mc,298.385,104.5,6337.5,0.000000,ok
masked,bf16,moe_gate_up,16,4096,7168,32,swap_nomc,295.489,105.5,6399.6,0.000000,ok
masked,bf16,moe_gate_up,16,4096,7168,32,swap_off,nan,0.0,0.0,0.507333,WRONG_RESULT
masked,bf16,moe_gate_up,32,4096,7168,32,swap_mc,299.696,211.4,6351.0,0.000000,ok
masked,bf16,moe_gate_up,32,4096,7168,32,swap_nomc,296.562,213.6,6418.1,0.000000,ok
masked,bf16,moe_gate_up,32,4096,7168,32,swap_off,nan,0.0,0.0,0.506330,WRONG_RESULT
masked,bf16,moe_down,1,7168,2048,32,swap_mc,107.120,5.5,8774.2,0.000000,ok
masked,bf16,moe_down,1,7168,2048,32,swap_nomc,106.287,5.5,8843.0,0.000000,ok
masked,bf16,moe_down,1,7168,2048,32,swap_off,nan,0.0,0.0,0.510702,WRONG_RESULT
masked,bf16,moe_down,4,7168,2048,32,swap_mc,160.537,21.6,5865.9,0.000000,ok
masked,bf16,moe_down,4,7168,2048,32,swap_nomc,159.423,21.7,5906.9,0.000000,ok
masked,bf16,moe_down,4,7168,2048,32,swap_off,nan,0.0,0.0,0.508791,WRONG_RESULT
masked,bf16,moe_down,8,7168,2048,32,swap_mc,160.865,46.7,5869.8,0.000000,ok
masked,bf16,moe_down,8,7168,2048,32,swap_nomc,160.035,47.0,5900.2,0.000000,ok
masked,bf16,moe_down,8,7168,2048,32,swap_off,nan,0.0,0.0,0.507761,WRONG_RESULT
masked,bf16,moe_down,16,7168,2048,32,swap_mc,160.241,97.3,5924.3,0.000000,ok
masked,bf16,moe_down,16,7168,2048,32,swap_nomc,159.680,97.6,5945.1,0.000000,ok
masked,bf16,moe_down,16,7168,2048,32,swap_off,nan,0.0,0.0,0.503942,WRONG_RESULT
masked,bf16,moe_down,32,7168,2048,32,swap_mc,161.996,195.6,5922.4,0.000000,ok
masked,bf16,moe_down,32,7168,2048,32,swap_nomc,160.112,197.9,5992.1,0.000000,ok
masked,bf16,moe_down,32,7168,2048,32,swap_off,nan,0.0,0.0,0.502538,WRONG_RESULT
contiguous,bf16,moe_gate_up,32,4096,7168,32,swap_mc,343.450,1313.1,5974.8,0.000000,ok
contiguous,bf16,moe_gate_up,32,4096,7168,32,swap_nomc,376.244,1198.6,5454.1,0.000000,ok
contiguous,bf16,moe_gate_up,32,4096,7168,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,bf16,moe_gate_up,128,4096,7168,32,swap_mc,343.824,1311.6,5968.4,0.000000,ok
contiguous,bf16,moe_gate_up,128,4096,7168,32,swap_nomc,376.917,1196.5,5444.3,0.000000,ok
contiguous,bf16,moe_gate_up,128,4096,7168,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,bf16,moe_gate_up,512,4096,7168,32,swap_mc,760.563,1667.7,3110.4,0.000000,ok
contiguous,bf16,moe_gate_up,512,4096,7168,32,swap_nomc,912.067,1390.6,2593.7,0.000000,ok
contiguous,bf16,moe_gate_up,512,4096,7168,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,bf16,moe_down,32,7168,2048,32,swap_mc,193.679,1164.2,5581.8,0.000000,ok
contiguous,bf16,moe_down,32,7168,2048,32,swap_nomc,205.211,1098.8,5268.2,0.000000,ok
contiguous,bf16,moe_down,32,7168,2048,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,bf16,moe_down,128,7168,2048,32,swap_mc,193.632,1164.5,5583.2,0.000000,ok
contiguous,bf16,moe_down,128,7168,2048,32,swap_nomc,205.215,1098.8,5268.0,0.000000,ok
contiguous,bf16,moe_down,128,7168,2048,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
contiguous,bf16,moe_down,512,7168,2048,32,swap_mc,375.486,1689.0,3562.5,0.000000,ok
contiguous,bf16,moe_down,512,7168,2048,32,swap_nomc,423.559,1497.3,3158.1,0.000000,ok
contiguous,bf16,moe_down,512,7168,2048,32,swap_off,nan,0,0,nan,ERROR:RuntimeError
